Name,Color,Current price,Price with citilink card,Product code,Url
Ноутбук Lenovo Legion 5 15IMH6,черный,135 640,133 190,82NL0035RK,https://www.citilink.ru/product/noutbuk-lenovo-legion-5-15imh6-i5-10500h-16gb-ssd512gb-rtx-3050-ti-4gb-1789106/
Ноутбук Lenovo V14-ADA,серый,48 300,47 120,82C6005GRU,https://www.citilink.ru/product/noutbuk-lenovo-v14-ada-ryzen-3-3250u-4gb-ssd256gb-14-tn-fhd-w10h-grey-1833388/
Ноутбук Lenovo IdeaPad 3 15ALC6,серый,57 180,55 770,82KU009MRK,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15alc6-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-noos-1833142/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,76 540,74 650,82HL002XRK,https://www.citilink.ru/product/noutbuk-lenovo-ip-l3-15itl6-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w10h-g-1833128/
Ноутбук Lenovo V15 G2 ALC,черный,73 850,72 030,82KD0058RU,https://www.citilink.ru/product/noutbuk-lenovo-v15-g2-alc-ryzen-5-5500u-12gb-ssd512gb-15-6-tn-fhd-noos-1833095/
Ноутбук HP Envy 13-ba1015ur,золотистый,75 990,75 890,491J4EA,https://www.citilink.ru/product/noutbuk-hp-envy-13-ba1015ur-i5-1135g7-8gb-ssd512gb-13-3-ips-fhd-w10-go-1830428/
Ноутбук-трансформер ASUS Expertbook B7 Flip B7402FEA-L90426W,черный,174 990,174 890,90NX0481-M00KK0,https://www.citilink.ru/product/transformer-asus-expertbook-b7402fea-l90426w-i7-1195g7-16gb-ssd1tb-14-1830416/
Ноутбук-трансформер ASUS ExpertBook B5 Flip OLED B5302FEA-LF0596T,черный,125 990,125 890,90NX03R1-M06630,https://www.citilink.ru/product/noutbuk-asus-expertbook-b5302fea-lf0596t-i7-1165g7-16gb-ssd512gb-13-3-1830411/
Ноутбук Lenovo IdeaPad 5 Pro 14ACN6,серый,109 990,109 890,82L700JERU,https://www.citilink.ru/product/noutbuk-lenovo-ip5-pro-14acn6-ryzen-7-5800u-16gb-ssd1tb-14-ips-2-8k-w1-1830410/
Ноутбук HP Pavilion 15-eh1129ur,синий,84 990,84 690,638D2EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-15-eh1129ur-ryzen-7-5700u-8gb-ssd512gb-15-6-fhd-do-1830405/
Ноутбук Lenovo V15-ITL,черный,61 990,61 790,82KB0003RU,https://www.citilink.ru/product/noutbuk-lenovo-v15-itl-i3-1115g4-8gb-ssd256gb-15-6-tn-fhd-w10pro-black-1830342/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,109 990,109 890,20VE00U8RU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i7-1165g7-8gb-ssd256gb-15-6-ips-fhd-1830333/
Ноутбук HP 250 G8,серебристый,59 990,59 890,2W9A7EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd512gb-15-6-ips-fhd-w10pro64-silver-1830331/
Ноутбук ASUS VivoBook 15 OLED K513EA-L11994W,серебристый,69 990,69 890,90NB0SG2-M00EV0,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l11994w-i5-1135g7-8gb-ssd512gb-15-6-oled-1830220/
Ноутбук ASUS X515JF-BR368,серый,35 990,35 890,90NB0SW1-M000C0,https://www.citilink.ru/product/noutbuk-asus-x515jf-br368-pen-6805-8gb-ssd256gb-mx130-2gb-15-6-tn-hd-n-1830210/
Ноутбук HP ProBook 650 G8,серебристый,136 110,132 890,3S8N9EA,https://www.citilink.ru/product/noutbuk-hp-probook-650-g8-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-w10pro64-1828358/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,52 990,52 890,20VE00RCRU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-1827498/
Ноутбук Lenovo V15 GEN2 ITL,черный,59 990,59 890,82KB003ARU,https://www.citilink.ru/product/noutbuk-lenovo-v15-gen2-itl-i5-1135g7-8gb-ssd256gb-15-6-tn-fhd-dos-bla-1824447/
Ноутбук Lenovo IdeaPad 3 15IGL05,черный,35 990,35 890,81WQ0067RE,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15igl05-pen-n5030-4gb-ssd256gb-605-15-6-ips-fhd-dos-1824443/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,47 480,46 310,82HL0068RE,https://www.citilink.ru/product/noutbuk-lenovo-ip-l3-15itl6-i3-1115g4-4gb-ssd256gb-15-6-ips-fhd-noos-g-1824434/
Ноутбук HP 250 G8,темно-серебристый,71 740,69 970,27J88EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1005g1-8gb-ssd256gb-15-6-tn-fhd-w10pro64-dk-silve-1807974/
Ноутбук HP 250 G8,серебристый,95 500,95 400,2E9J9EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1035g1-16gb-ssd512gb-15-6-tn-fhd-w10pro64-silver-1807028/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,31 560,30 790,81WQ0069RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-cel-n4020-4gb-ssd256gb-600-15-6-ips-f-1805010/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG666W,серый,87 990,87 890,90NB0SL1-M00AT0,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg666w-i5-1135g7-16gb-ssd512gb-13-3-oled-1800447/
Ноутбук HP ProBook 450 G8,серебристый,69 990,69 890,3A5H7EA,https://www.citilink.ru/product/noutbuk-hp-probook-450-g8-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w10pro-1800411/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,32 990,32 890,82HL006SRE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-pg-7505-4gb-ssd256gb-15-6-tn-fhd-noos-1795435/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,42 990,42 890,82H80283RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-no-1794621/
Ноутбук Lenovo IdeaPad 3 15ITL6,синий,43 990,43 890,82H8028SRE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-pg-7505-8gb-ssd256gb-15-6-ips-fhd-noos-1794610/
Ноутбук ASUS Vivobook 15 X515EA-BQ959,серебристый,54 990,54 890,90NB0TY2-M00M70,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq959-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-noos-sil-1791548/
Ноутбук ASUS Vivobook Pro 15 OLED K3500PC-L1315,синий,98 990,98 890,90NB0UW2-M004V0,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-k3500pc-l1315-i5-11300h-16gb-ssd512gb-rtx-30-1791543/
Ноутбук ASUS VivoBook 15 OLED K513EA-L12974,серебристый,50 990,50 890,90NB0SG2-M00EC0,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l12974-i3-1125g4-8gb-ssd256gb-15-6-oled-f-1791332/
Ноутбук-трансформер ASUS Expertbook B7 Flip B7402FEA-L90369X,черный,169 160,164 990,90NX0481-M006L0,https://www.citilink.ru/product/transformer-asus-expertbook-b7402fea-l90369x-i7-1195g7-16gb-ssd1tb-14-1791329/
Ноутбук ASUS Expertbook B9400CEA-KC0308X,черный,136 110,132 760,90NX0SX1-M005A0,https://www.citilink.ru/product/noutbuk-asus-expertbook-b9400cea-kc0308x-i5-1135g7-16gb-ssd512gb-14-ip-1791324/
Ноутбук ASUS Vivobook 15 X515EA-BQ850,синий,46 990,46 890,90NB0TY3-M23370,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq850-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-noos-blu-1791320/
Ноутбук ASUS VivoBook 15 OLED K513EA-L12875,золотистый,50 990,50 890,90NB0SG3-M00ED0,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l12875-i3-1125g4-8gb-ssd256gb-15-6-oled-f-1791316/
Ноутбук ASUS VivoBook X515MA-BR426,серый,29 990,29 890,90NB0TH1-M09280,https://www.citilink.ru/product/noutbuk-asus-vivobook-x515ma-br426-pen-n5030-4gb-ssd256gb-605-15-6-hd-1791239/
Ноутбук ASUS Vivobook Go 14 E410MA-EK1329,черный,27 990,27 890,90NB0Q15-M37530,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-ek1329-pen-n5030-4gb-ssd256gb-605-14-fhd-1790294/
Ноутбук HP 250 G8,темно-серебристый,49 990,49 890,2W8Z8EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w10h64-dk-silver-1789532/
Ноутбук ASUS ExpertBook L1 L1500CDA-BQ0609T,черный,52 990,52 890,90NX0401-M06420,https://www.citilink.ru/product/noutbuk-asus-expertbook-l1-l1500cda-bq0609t-ryzen-3-3250u-8gb-ssd512gb-1787699/
Ноутбук Acer Aspire 3 A315-34-P0X8,черный,35 990,35 890,NX.HE3EU.05A,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-34-p0x8-pen-n5030-8gb-ssd256gb-605-15-6-ips-1786744/
Ноутбук Lenovo V15 G2 ITL,черный,79 990,79 890,82KB0038RU,https://www.citilink.ru/product/noutbuk-lenovo-v15-g2-itl-i7-1165g7-8gb-ssd512gb-15-6-tn-fhd-noos-blac-1782283/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,39 990,39 890,82HL009PRE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i3-1115g4-4gb-ssd256gb-15-6-tn-fhd-no-1782233/
Ноутбук HP ProBook 455 G8,серебристый,90 590,89 910,3S8M1EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-7-5800u-8gb-ssd512gb-15-6-fhd-dos-1781418/
Ноутбук HP 470 G8,серебристый,79 990,79 890,3V5J6EA,https://www.citilink.ru/product/noutbuk-hp-probook-470-g8-i5-1135g7-8gb-ssd512gb-17-3-fhd-w10pro64-1781395/
Ноутбук HP 255 G8,темно-серебристый,27 990,27 890,2W1E0EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ath-sil-3050u-4gb-ssd256gb-15-6-hd-noos-dk-silver-1781367/
Ноутбук HP 255 G7,темно-серебристый,63 790,62 830,1Q3H0ES,https://www.citilink.ru/product/noutbuk-hp-255-g7-ryzen-5-3500u-8gb-ssd512gb-15-6-fhd-dos-1781360/
Ноутбук HP ProBook 455 G8,серебристый,110 120,107 410,43A29EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-5-5600u-8gb-ssd256gb-15-6-ips-fhd-w10p-1781352/
Ноутбук HP 255 G8,темно-серебристый,45 990,45 890,27K56EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-w10pro64-dk-1781350/
Ноутбук HP ProBook 455 G8,серебристый,66 990,66 890,32N23EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-3-5400u-8gb-ssd256gb-15-6-ips-fhd-w10p-1781338/
Ноутбук HP 250 G8,темно-серебристый,59 990,59 890,2W9A5EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w10pro64-dk-silv-1781270/
Ноутбук HP ProBook 455 G8,серебристый,57 990,57 890,443M1EC,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-3-5400u-8gb-ssd256gb-15-6-fhd-dos-1778792/
Ноутбук Huawei MateBook D 15,серый,84 540,83 230,53013GGV,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i7-1165g7-16gb-ssd512gb-15-6-ips-fhd-w11-gre-1774289/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,45 990,45 890,82HL0054RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i3-1115g4-8gb-ssd256gb-15-6-tn-fhd-no-1749398/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,30 990,30 890,81WQ006BRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-pen-n5030-4gb-ssd256gb-605-15-6-ips-f-1749256/
Ноутбук HP 15s-eq2021ur,серебристый,74 990,74 890,3B2U5EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2021ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-dos3-1744973/
Ноутбук HP 15s-eq2123ur,серебристый,69 990,69 890,601H1EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2123ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-w11-s-1744958/
Ноутбук HP 17-cp0134ur,черный,56 990,56 890,5T939EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0134ur-ryzen-3-3250u-8gb-ssd512gb-17-3-tn-hd-dos3-0-bl-1744951/
Ноутбук HP Victus 16-e0080ur,синий,109 990,109 890,4E1L2EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0080ur-ryzen-5-5600h-16gb-ssd512gb-rtx-3060-6gb-1744815/
Ноутбук HP 15s-fq2115ur,серебристый,59 990,59 890,61R53EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2115ur-i3-1125g4-8gb-ssd512gb-15-6-ips-fhd-w11h-silve-1744812/
Ноутбук INFINIX Inbook X2,серый,56 990,56 890,T097808,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i7-1065g7-8gb-ssd512gb-14-ips-fhd-nooseng-gr-1744386/
Ноутбук INFINIX Inbook X2,голубой,56 990,56 890,T097807,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i7-1065g7-8gb-ssd512gb-14-ips-fhd-nooseng-lt-1744382/
Ноутбук INFINIX Inbook X2,голубой,29 990,29 890,T097801,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i3-1005g1-4gb-ssd256gb-14-ips-fhd-nooseng-lt-1744359/
Ноутбук HP 250 G8,серебристый,59 990,59 890,27K23EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1035g1-8gb-ssd256gb-15-6-fhd-w10h64-silver-1743917/
Ноутбук-трансформер ASUS ExpertBook B5 Flip OLED B5302FEA-LF0804X,черный,88 990,88 890,90NX03R1-M007C0,https://www.citilink.ru/product/transformer-asus-expertbook-b5-flip-oled-b5302fea-lf0804x-i5-1135g7-8g-1742486/
Ноутбук HP 250 G8,темно-серебристый,70 990,70 890,27J88EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1005g1-8gb-ssd256gb-15-6-fhd-w10pro64-1739087/
Ноутбук iRU Калибр 15Y,черный,45 990,45 890,1738018,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-8gb-ssd240gb-620-15-6-ips-fhd-dos-blac-1738018/
Ноутбук HP 255 G8,серебристый,43 990,43 890,2X7V8EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-3250u-8gb-ssd512gb-15-6-fhd-dos3-0-1736800/
Ноутбук HP ProBook 450 G8,серебристый,95 990,95 890,1A892AV,https://www.citilink.ru/product/noutbuk-hp-probook-450-g8-i5-1145g7-8gb-ssd256gb-15-6-fhd-dos-silver-1730999/
Ноутбук HP ProBook 455 G8,серебристый,116 990,116 890,32N22EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-5-5600u-16gb-ssd512gb-15-6-ips-fhd-w10-1729106/
Ноутбук HP ProBook 455 G8,серебристый,175 780,171 450,32N90EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-7-5800u-16gb-ssd512gb-15-6-ips-fhd-w10-1729102/
Ноутбук HP ProBook 445 G8,серебристый,156 060,152 210,43A28EA,https://www.citilink.ru/product/noutbuk-hp-probook-445-g8-ryzen-5-5600u-16gb-ssd512gb-14-ips-fhd-w10pr-1726732/
Ноутбук HP ProBook 450 G8,серебристый,115 990,115 890,4B2V6EA,https://www.citilink.ru/product/noutbuk-hp-probook-450-g8-i5-1135g7-8gb-ssd256gb-15-6-fhd-w10pro64-sil-1726722/
Ноутбук HP ProBook 430 G7,серебристый,117 040,114 160,9HR42EA,https://www.citilink.ru/product/noutbuk-hp-probook-430-g7-i3-10110u-8gb-ssd256gb-13-3-fhd-w10pro64-sil-1726719/
Ноутбук HP ProBook 455 G7,серебристый,105 380,102 790,1L3U0EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g7-ryzen-3-4300u-8gb-ssd256gb-15-6-fhd-w10pro64-1726710/
Ноутбук HP 15s-eq2136ur,серый,49 990,49 890,61R78EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2136ur-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-w11-gr-1725650/
Ноутбук HP 15s-eq1113ur,серый,46 990,46 890,398K5EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1113ur-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-1722553/
Ноутбук HP 15s-eq1150ur,серый,42 990,42 890,22Q32EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1150ur-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-1722526/
Ноутбук HP 255 G8,темно-серебристый,65 990,65 890,45M97ES,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-dk-si-1722476/
Ноутбук HP 255 G8,темно-серебристый,59 990,59 890,3V5K8EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-8gb-ssd512gb-15-6-fhd-dos-1722471/
Ноутбук HP 255 G8,темно-серебристый,69 990,69 890,45M81ES,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-8gb-ssd256gb-15-6-ips-fhd-dos-dk-silve-1722469/
Ноутбук HP 255 G8,темно-серебристый,69 990,69 890,3V5H6EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-8gb-ssd256gb-15-6-fhd-dos3-0-3610mah-1722468/
Ноутбук HP 255 G8,темно-серебристый,69 990,69 890,3V5F3EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-dk-si-1722467/
Ноутбук HP 250 G8,темно-серебристый,41 990,41 890,27K12EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-pen-n5030-4gb-ssd256gb-15-6-hd-dos-1722466/
Ноутбук HP Victus 16-d0045ur,темно-серебристый,119 990,119 890,4E0W6EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-d0045ur-i5-11400-16gb-ssd512gb-rtx-3060-6gb-16-1-1720309/
Ноутбук HP Omen 17-ck0047ur,черный,249 990,249 890,4E1C9EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0047ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1718690/
Ноутбук HP Victus 16-e0074ur,синий,119 990,119 890,4E1K5EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0074ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3050-ti-4-1718678/
Ноутбук HP Victus 16-e0089ur,синий,206 190,204 900,4E1T1EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0089ur-ryzen-5-5600h-16gb-ssd512gb-gtx-1650-4gb-1718671/
Ноутбук HP 15s-fq2118ur,серебристый,99 990,99 890,61R80EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2118ur-i7-1165g7-16gb-ssd512gb-15-6-ips-fhd-w11h-silv-1718665/
Ноутбук HP 15s-eq2018ur,серебристый,89 990,89 890,3B2U2EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2018ur-ryzen-7-5700u-16gb-ssd512gb-15-6-ips-fhd-dos3-1718563/
Ноутбук HP Pavilion 15-eh1017ur,серебристый,78 990,78 890,3E3V0EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-15-eh1017ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-f-1718561/
Ноутбук HP 15s-fq2120ur,серебристый,89 990,89 890,61R81EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2120ur-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w11h-silve-1718520/
Ноутбук Huawei MateBook B5-430,серый,157 000,156 900,53012KFS,https://www.citilink.ru/product/noutbuk-huawei-matebook-b5-430-i5-1135g7-8gb-ssd512gb-14-ips-w10pro-gr-1718394/
Ноутбук Huawei MateBook D 15,серый,93 500,93 350,53012TLV,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-w11h-gre-1718324/
Ноутбук-трансформер ASUS Zenbook 14 Flip OLED UP5401EA-KN128W,серый,95 990,95 890,90NB0V41-M005J0,https://www.citilink.ru/product/noutbuk-asus-zenbook-flip-up5401ea-kn128w-i5-1135g7-8gb-ssd512gb-14-ol-1691422/
Ноутбук-трансформер HP Spectre x360 14-ea0022ur,темно-синий,99 990,99 890,63Z17EA,https://www.citilink.ru/product/transformer-hp-spectre-x360-14-ea0022ur-i5-1135g7-8gb-ssd512gb-13-5-ip-1688947/
Ноутбук Huawei MateBook B3-420,серый космос,136 000,135 900,53012AMR,https://www.citilink.ru/product/noutbuk-huawei-matebook-b3-420-i5-1135g7-8gb-ssd512gb-14-ips-fhd-w10pr-1688097/
Ноутбук Acer Aspire 5 A515-45-R9XA,черный,58 590,58 490,NX.A85ER.01E,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r9xa-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-1685540/
Ноутбук Acer Aspire 5 A515-45-R245,черный,54 490,54 390,NX.A85ER.01D,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r245-ryzen-5-5500u-8gb-ssd128gb-15-6-ips-1684198/
Ноутбук Acer Aspire 3 A315-35-C6YA,серебристый,25 990,25 890,NX.A6LER.013,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-35-c6ya-cel-n4500-4gb-ssd128gb-15-6-tn-fhd-1684194/
Ноутбук Acer Aspire 3 A315-23-R9AE,черный,47 990,47 890,NX.HVTER.02M,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r9ae-ryzen-5-3500u-8gb-1tb-vega-8-15-6-f-1682209/
Ноутбук MSI Pulse GL66 11UCK-422RU,серый,159 920,155 980,9S7-158224-422,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-422ru-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-1681624/
Ноутбук MSI Pulse GL66 11UCK-421RU,серый,108 990,108 890,9S7-158224-421,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-421ru-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-1681618/
Ноутбук MSI Pulse GL66 11UDK-418RU,серый,102 490,102 390,9S7-158224-418,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-418ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-1681617/
Ноутбук HP Omen 16-c0047ur,темно-серебристый,145 990,145 890,4E1S0EA,https://www.citilink.ru/product/noutbuk-hp-omen-16-c0047ur-ryzen-7-5800h-16gb-ssd1tb-rx6600m-8gb-16-1-1680020/
Ноутбук MSI Prestige 15 A11SC-065RU,серый,94 490,94 390,9S7-16S711-065,https://www.citilink.ru/product/noutbuk-msi-prestige-15-a11sc-065ru-i5-1155g7-8gb-ssd512gb-gtx-1650-4g-1676792/
Ноутбук MSI Pulse GL66 11UDK-417RU,серый,109 490,109 390,9S7-158224-417,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-417ru-i7-11800h-8gb-ssd512gb-rtx-3050-ti-1676790/
Ноутбук Acer Aspire 3 A315-23-R0BD,черный,51 990,51 890,NX.HVTER.02J,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r0bd-ryzen-5-3500u-8gb-ssd512gb-vega-8-1-1660359/
Ноутбук Acer Aspire 3 A315-23-R36F,черный,51 990,51 890,NX.HVTER.02L,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r36f-ryzen-5-3500u-8gb-1tb-ssd128gb-vega-1660356/
Ноутбук Acer Aspire 3 A315-23-R2KK,черный,49 990,49 890,NX.HVTER.02K,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r2kk-ryzen-5-3500u-8gb-ssd256gb-vega-8-1-1660354/
Ноутбук DELL Vostro 3500,черный,46 990,46 890,3500-5841,https://www.citilink.ru/product/noutbuk-dell-vostro-3500-i3-1115g4-4gb-ssd256gb-15-6-fhd-w11-black-1660231/
Ноутбук DREAM MACHINES RT3070-15RU30,черный,181 990,181 490,RT3070-15RU30,https://www.citilink.ru/product/noutbuk-dream-machines-rt3070-15ru30-ryzen-5-5600x-16gb-ssd1tb-rtx-307-1659249/
Ноутбук iRU Калибр 15Y,черный,53 990,53 890,1657836,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-16gb-ssd500gb-620-15-6-fhd-w10hsl64-bl-1657836/
Ноутбук iRU Калибр 15Y,черный,58 990,58 890,1657835,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-16gb-ssd500gb-620-15-6-fhd-w10pro64-bl-1657835/
Ноутбук MSI GF63 Thin 11SC-623RU,черный,90 410,88 190,9S7-16R612-623,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11sc-623ru-i5-11400h-8gb-ssd256gb-gtx-1650-max-q-1657700/
Ноутбук MSI Katana GF66 11UC-1225RU,черный,107 970,105 310,9S7-158212-1225,https://www.citilink.ru/product/noutbuk-msi-katana-gf66-11uc-1225xru-i5-11400h-8gb-ssd512gb-rtx-3050-4-1657688/
Ноутбук DELL G15 5511,серый,95 990,95 890,G515-1373,https://www.citilink.ru/product/noutbuk-dell-g15-5511-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-15-6-fhd-w11-1656883/
Ноутбук DELL Vostro 5301,золотистый,79 990,79 890,5301-6343,https://www.citilink.ru/product/noutbuk-dell-vostro-5301-i7-1165g7-8gb-ssd512gb-mx350-2gb-13-3-fhd-lin-1656077/
Ноутбук-трансформер ASUS Vivobook Go 14 Flip TP1401KA-EC022W,серебристый,54 990,54 890,90NB0W43-M002W0,https://www.citilink.ru/product/noutbuk-asus-zenbook-tp1401ka-ec022w-pen-n6000-8gb-ssd256gb-14-touch-f-1654588/
Ноутбук ASUS Vivobook Pro 16X OLED M7600QC-L2083W,черный,140 990,140 890,90NB0V81-M001L0,https://www.citilink.ru/product/noutbuk-asus-viewbook-pro-m7600qc-l2083w-ryzen-7-5800h-16gb-ssd512gb-r-1654574/
Ноутбук ASUS VivoBook S433EA-KI2375W,черный,49 990,49 890,90NB0RL4-M00PA0,https://www.citilink.ru/product/noutbuk-asus-s433ea-ki2375w-i3-1115g4-8gb-ssd256gb-14-ips-fhd-w11-blac-1654391/
Ноутбук MSI Bravo 15 B5DD-220RU,черный,109 990,109 890,9S7-158K12-220,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-220ru-ryzen-7-5800h-16gb-ssd512gb-5500m-4gb-1651277/
Ноутбук DELL Vostro 3510,серый,94 990,94 890,3510-5210,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i7-1165g7-8gb-ssd512gb-15-6-fhd-w11-grey-1649084/
